Course_Name,Level,Rating,Skills,Number of students,Platform
IDBx: Natural Disaster and Climate Change Risk Assessment in Infrastructure Projects,2,4.671710515,"Operations, Infrastructure, Decision Making, Risk Analysis, Resilience, Social Development",156181,EdX
KULeuvenX: UML Class Diagrams for Software Engineering,0,4,"Computer Science, Business Objects Framework, Requirements Engineering, Software Development, Software Engineering, Class Diagram, Blueprinting, Solution Architecture, Unified Modeling Language, Conceptual Design",42005,EdX
UBCx: Policy Analysis Using Interrupted Time Series,1,4.671710515,"Social Sciences, Time Series Analysis And Forecasting, Time Series, Policy Evaluation, Vaccination, Presentations, Policy Analysis, Statistical Analysis",14496,EdX
IMFx: Monetary Policy Analysis and Forecasting,2,4.671710515,"Forecasting, Monetary Policies, MATLAB, Policy Analysis, Capacity Development",16858,EdX
"StanfordOnline: Algorithms: Design and Analysis, Part 1",1,4.671710515,"Master Theorem, Algorithms, Computer Science, Divide And Conquer, Matrix Multiplication, Bloom Filter, Data Structures",72440,EdX
edX: Intro Course: Data Storytelling,0,4.671710515,"Storytelling, Presentations, Data Storytelling, Design Elements And Principles, Visual Design",159137,EdX
RWTHx: Machine Dynamics with MATLAB,1,4.671710515,"State Space, Mechanics, MATLAB, Suspension (Vehicle)",17784,EdX
NYIF: Quantitative Technical Analysis,0,4.671710515,"Performance Appraisal, Technical Analysis, LESS, Program Optimization, Risk Management, Futures, Strategic Planning, Futures Exchange, Trading Strategy, Equities, Design Elements And Principles, Hedge Funds, Institutional Investing, Systems Design",158161,EdX
NYIF: Technical Analysis and the Skill of Day Trading,0,4.5,"Finance, Stocks (Finance), Equities, Risk Management, Technical Analysis",158848,EdX
NYIF: Trading - Fundamentals of Technical Analysis,0,4.671710515,"Finance, Supply And Demand, Market Analysis, Psychology, Technical Analysis, Fundamental Analysis",63616,EdX
ColumbiaX: Analytics in Python,1,4.671710515,"Big Data, Data Acquisition, Python (Programming Language), Data Management",149962,EdX
SNHUx: Scripting with Python,0,4.671710515,"File Handling, Scripting, Programming Concepts, Regular Expressions, Applied Statistics, Full Stack Development, Artificial Intelligence, User Interface, Machine Learning, Data Science, Syntax, SQL (Programming Language), Data Mining, Automation, Integrated Development Environments, Web Pages, Flowcharts, Python (Programming Language), Data Management, Business Analytics",157452,EdX
SNHUx: Structured Database Environments with SQL,0,4.671710515,"Data Store, Relational Database Management Systems, Scalability, Troubleshooting (Problem Solving), Database Management, Scalability Design, Python (Programming Language), SQL (Programming Language), Database Design, Business Intelligence, Data Management, Data Engineering, Foreign Keys, Data Analysis, MySQL, Dataset, Relational Model, Data Manipulation",160374,EdX
IBM: Guided Project: Get Started with Cloudant NoSQL Database,1,4.671710515,Create an account),155579,EdX
DelftX: Open Science: Sharing Your Research with the World,0,4.671710515,"Data Management, Process Modeling, Metadata, Research, Innovation",147282,EdX
RWTHx: Basics of Data Science,1,4.671710515,can start this course,143247,EdX
AdelaideX: Big Data Capstone Project,2,4.671710515,"Big Data, Addressing Ethical Concerns, Presentations, Data Selection, Project Design, Data Science",9067,EdX
WageningenX: Big Data for Agri-Food: Principles and Tools,1,4.671710515,"Data Science, Machine Learning, Apache Spark, Pesticides, Animal Science, Hadoop Distributed File System (HDFS), Decision Making, Research, Precision Agriculture, Scalability, Deep Learning, MapReduce, Innovation, Foods, Soil Science, Apache Hadoop, Management, Computer Science, Artificial Intelligence, Written Composition, Data Management, Big Data, Python (Programming Language), Information Technology, Data Collection, Agriculture, Data Processing, Immutability, Fertilizers",147730,EdX
SDGAcademyX: Tech for Good: The Role of ICT in Achieving the SDGs,1,4.2,"Big Data, E-Waste, Data Management, Sustainable Development, Cyber Security, Network Information Services",10449,EdX
"UMD, USMx: Data Science and Agile Systems for Product Management",1,4.6,"Data Management, Fault Tolerance, Self Service Technologies, DevOps, Operations, Design And Technology, Modularity, Agile Methodology, Automation, Data Science, Data Collection, Influencing Skills, Product Management",14118,EdX
UBCx: Excel for Everyone: Data Analysis Fundamentals,1,4.5,"Organizational Intelligence, Sales, Data Wrangling, Data Management, Automation, Decision Making, Data Analysis",34444,EdX
IUx: Digital Technology and Innovation,0,4.6,"Technology Ecosystems, Cyber Security, Risk Management, Innovation, Digital Technology, Digital Transformation, Agile Methodology",152940,EdX
DelftX: AI Skills for Engineers: Data Engineering and Data Pipelines,0,4.671710515,"Data Management, Data Engineering, Jupyter, Applications Of Artificial Intelligence, SQL (Programming Language), Artificial Intelligence, Relational Databases, Management, Python (Programming Language), Pandas (Python Package), Medical Practices And Procedures, Algorithms, Machine Learning",146950,EdX
UBCx: Biospecimen Research Methods,2,4.671710515,"Life Sciences, Research Methodologies, Research, Medical Research, Biology",143864,EdX
DelftX: Multidisciplinary Research Methods for Engineers,1,4.671710515,"Head Start (Education Program), Multidisciplinary Research, Research, Project Planning, Quantitative Research, Innovation, Research Methodologies",146254,EdX
DavidsonX: The Essentials of Data Literacy Online Course,0,4.4,"Critical Thinking, Data Visualization, Communications, Data Literacy, Statistical Programming, Data Analysis, R (Programming Language), Data Auditing",8334,EdX
WGUx: Information Technology Foundations,0,4.671710515,"Scripting, Peripheral Devices, Addressing Ethical Concerns, Integration, Data Management, Information Management, Information Technology, Operating Systems",154085,EdX
IUx: Enterprise Data Management,2,4,"Relational Databases, Data Lakes, SQL (Programming Language), Operations, Data Governance, Data Analysis, Big Data, Decision Making, Business Intelligence, Transaction Data, Data Warehousing, Data Management",141320,EdX
IDBx: Road safety in the Caribbean region: institutions and data management,0,4.671710515,Data Management,147888,EdX
UBCx: Excel for Everyone: Data Management,1,4.6,"Forecasting, Data Wrangling, Data Management, Management",39325,EdX
IBM: SQL for Data Science,0,4.3,"Python (Programming Language), Jupyter, SQL (Programming Language), Machine Learning, Relational Databases, Data Science",111116,EdX
SNHUx: Structured Database Environments with SQL,0,4.671710515,"Data Store, Relational Database Management Systems, Scalability, Troubleshooting (Problem Solving), Database Management, Scalability Design, Python (Programming Language), SQL (Programming Language), Database Design, Business Intelligence, Data Management, Data Engineering, Foreign Keys, Data Analysis, MySQL, Dataset, Relational Model, Data Manipulation",145410,EdX
Cooper Union: Preparing for the AP* Computer Science A Exam — Part 1,0,4.671710515,"Creativity, Object-Oriented Programming (OOP), Programming Concepts, Syntax, Software Design Patterns, Algorithms, Google Glass, Problem Solving, Java (Programming Language), Data Structures, Computer Science",160976,EdX
Cooper Union: Preparing for the AP* Computer Science A Exam — Part 2,0,4.671710515,"Creativity, Object-Oriented Programming (OOP), Programming Concepts, Syntax, Software Design Patterns, Algorithms, Google Glass, Problem Solving, Java (Programming Language), Data Structures, Computer Science",157664,EdX
DavidsonX: Introduction to SQL,0,4.8,"User Interface, SQL (Programming Language), Application Development, RStudio, Syntax, Data Storage Technologies, Shiny (R Package), Google Sheets, Data Analysis, Market Research, R (Programming Language), Web Applications, Cascading Style Sheets (CSS), Research, Relational Databases, Financial Analysis",150090,EdX
GTx: Introduction to Object-Oriented Programming with Java II: Object-Oriented Programming and Algorithms,0,3.2,"Syntax, Algorithms, Polymorphism, Java (Programming Language), Object-Oriented Programming (OOP)",8398,EdX
IBM: Object Oriented Implementation Using C++,1,4.671710515,"Language Translation, C++ (Programming Language), Market Research, Business Logic, Semantics, Problem Solving, Object-Oriented Programming (OOP), Syntax",5677,EdX
Microsoft: Introduction to C++,0,4.671710515,"Mac OS X, Unix, Linux, Computer Programming, C++ (Programming Language), Object-Oriented Programming (OOP), Internet Of Things (IoT), Microsoft Windows, Generic Programming",158649,EdX
SNHUx: Scripting with Python,0,4.671710515,"File Handling, Scripting, Programming Concepts, Regular Expressions, Applied Statistics, Full Stack Development, Artificial Intelligence, User Interface, Machine Learning, Data Science, Syntax, SQL (Programming Language), Data Mining, Automation, Integrated Development Environments, Web Pages, Flowcharts, Python (Programming Language), Data Management, Business Analytics",149386,EdX
IBM: Guided Project: Build a COVID Dashboard with React,1,4.671710515,"React.js, JavaScript Libraries, Application Programming Interface (API), Cascading Style Sheets (CSS), Web Applications, JavaScript Frameworks, Single Page Application, HyperText Markup Language (HTML), Front End (Software Engineering), Chart.js, JavaScript (Programming Language)",152296,EdX
LVx: Introduction to Python and Programming for Data Science and Machine Learning,0,4.671710515,"Machine Learning, Data Analysis, Data Science, Python (Programming Language)",146185,EdX
GeorgetownX: Sign Language Science: Factors Contributing to Nature Structure,0,4.671710515,"Grammar, Sign Languages, Word Order",5189,EdX
GeorgetownX: Sign Language Science: Factors Contributing to Natural Change,0,4.671710515,"American Sign Language (ASL), Sign Languages",144149,EdX
SDA_Bocconi: Fundamentals of Python,0,4.671710515,"Python (Programming Language), Algorithms, Conditional Statements, Mac OS, Jupyter Notebook, Pandas (Python Package), Operations, Data Structures",154360,EdX
UPValenciaX: IT Fundamentals for Business Professionals: Programming,0,4.671710515,"Telecommunications, Database Management, Cascading Style Sheets (CSS), Information Technology, SQL (Programming Language), HyperText Markup Language (HTML), Web Development, JavaScript (Programming Language), Extensible Markup Language (XML), Object-Oriented Programming (OOP), Information Systems",16689,EdX
PekingX: 中级汉语语法 | Intermediate Chinese Grammar,1,4.671710515,"Mandarin Chinese, Grammar, Language Translation, Writing, Semantics, Syntax",26592,EdX
IBM: Linux Commands & Shell Scripting,0,4.2,"Mac OS, Web Browsers, Linux Servers, Operating Systems, Command-Line Interface, Wget, File Management, cURL, Shell Commands, Linux Commands, Bash (Scripting Language), Unix, Text Processing, Access Controls, Ifconfig, Cron, Linux, Scripting, Unix Shell, Ping (Networking Utility), Shell Script, Grep, Software Development",15515,EdX
IBM: Fundamentals of C++,0,3.1,"C++ (Programming Language), Presentations, Semantics, Problem Solving, Object-Oriented Programming (OOP), Syntax",19912,EdX
UMontrealX: Français élémentaire 1,0,4.671710515,"French Language, Phonetics, Grammar, Vocabulary",8410,EdX
HarvardX: Data Science: R Basics,0,4.5,"Version Control, Data Science, RStudio, Dplyr, Machine Learning, Data Visualization, Sorting, Data Wrangling, Data Analysis, R (Programming Language), Probability, File Organization, Ggplot2, Document Preparations, Unix, Github, Git (Version Control System), Linux",845628,EdX
PekingX: C++ Programming | C++程序设计,2,4.671710515,"C++ (Programming Language), Syntax, Device Drivers, C (Programming Language), Standard Template Library (STL), Operations, Java (Programming Language), Polymorphism, Generic Programming, Object-Oriented Programming (OOP), Operator Overloading",157102,EdX
